,Name,Wikipedia Link,json_aliases
496,Bein mont,https://en.wikipedia.org/wiki/Bein_mont,"{""my - Burmese"": ""ဘိန်းမုန့်""}"
497,Gelato,https://en.wikipedia.org/wiki/Gelato,"{""ar - Arabic"": ""جيلاتي"", ""az - Azerbaijani"": ""Gelato"", ""be - Belarusian"": ""Джэлата"", ""bg - Bulgarian"": ""Джелато"", ""ca - Catalan"": ""Gelat italià"", ""cs - Czech"": ""Gelato"", ""da - Danish"": ""Gelato"", ""el - Greek"": ""Τζελάτο"", ""es - Spanish"": ""Gelato"", ""et - Estonian"": ""Gelato"", ""fa - Persian"": ""جلاتو"", ""fi - Finnish"": ""Gelato"", ""fr - French"": ""Gelato"", ""he - Hebrew"": ""ג'לאטו"", ""hy - Armenian"": ""Ջելատո"", ""id - Indonesian"": ""Gelato"", ""io - Ido"": ""Glaciajo"", ""ja - Japanese"": ""ジェラート"", ""jv - Javanese"": ""Gelato"", ""ka - Georgian"": ""ჯელატო"", ""ko - Korean"": ""젤라토"", ""mk - Macedonian"": ""Џелато"", ""ms - Malay"": ""Gelato"", ""nl - Dutch"": ""Consumptie-ijs"", ""pt - Portuguese"": ""Gelato"", ""ru - Russian"": ""Джелато"", ""sr - Serbian"": ""Ђелато"", ""sv - Swedish"": ""Gelato"", ""th - Thai"": ""เจลาโต"", ""tr - Turkish"": ""Roma dondurması"", ""uk - Ukrainian"": ""Джелато"", ""vi - Vietnamese"": ""Gelato"", ""yue - Cantonese"": ""意式雪糕"", ""zh - Chinese"": ""吉拉朵""}"
498,Sorbet,https://en.wikipedia.org/wiki/Sorbet,"{""af - Afrikaans"": ""Sorbet"", ""an - Aragonese"": ""Sorbet"", ""ang - Old English"": ""Īsbrīw"", ""ar - Arabic"": ""شربات مثلج"", ""az - Azerbaijani"": ""Sorbe"", ""bg - Bulgarian"": ""Сорбе"", ""ca - Catalan"": ""Sorbet"", ""cs - Czech"": ""Sorbet"", ""cy - Welsh"": ""Sorbed"", ""da - Danish"": ""Sorbet"", ""de - German"": ""Sorbet"", ""el - Greek"": ""Σορμπέ"", ""en-simple - Simple English"": ""Sorbet"", ""eo - Esperanto"": ""Ŝorbeto"", ""es - Spanish"": ""Sorbete"", ""et - Estonian"": ""Sorbett"", ""eu - Basque"": ""Sorbete"", ""fa - Persian"": ""سوربه"", ""fi - Finnish"": ""Sorbetti"", ""fr - French"": ""Sorbet"", ""gl - Galician"": ""Sorbete"", ""gn - Guarani"": ""Syrykupyre'ẽ"", ""he - Hebrew"": ""סורבה"", ""hu - Hungarian"": ""Sörbet"", ""hy - Armenian"": ""Շերբեթ"", ""id - Indonesian"": ""Sorbet"", ""io - Ido"": ""Sorbeto"", ""it - Italian"": ""Sorbetto"", ""ja - Japanese"": ""ソルベ"", ""jv - Javanese"": ""Sorbèt"", ""kk - Kazakh"": ""Сорбет"", ""kn - Kannada"": ""ಸಾರ್ಬೆ"", ""ko - Korean"": ""소르베"", ""lv - Latvian"": ""Sorbets"", ""ml - Malayalam"": ""സോർബെറ്റ്"", ""mr - Marathi"": ""सॉर्बे"", ""ms - Malay"": ""Serbat"", ""nb - Norwegian Bokmål"": ""Sorbé"", ""nl - Dutch"": ""Sorbet"", ""nn - Norwegian Nynorsk"": ""Sorbé"", ""pl - Polish"": ""Sorbet"", ""pt - Portuguese"": ""Gelado de fruta"", ""ro - Romanian"": ""Sorbet"", ""ru - Russian"": ""Шербет"", ""sk - Slovak"": ""Sorbet"", ""sq - Albanian"": ""Sorbet"", ""sv - Swedish"": ""Sorbet"", ""th - Thai"": ""ซอร์เบ"", ""tr - Turkish"": ""Sorbet"", ""uk - Ukrainian"": ""Сорбет"", ""uz - Uzbek"": ""Sorbet"", ""vi - Vietnamese"": ""Sorbet"", ""yue - Cantonese"": ""雪葩"", ""zh - Chinese"": ""雪葩""}"
499,Kebab,https://en.wikipedia.org/wiki/Kebab,"{""ar - Arabic"": ""كباب"", ""arz - Egyptian Arabic"": ""كباب"", ""ast - Asturian"": ""Kebab"", ""az - Azerbaijani"": ""Kabab"", ""azb - South Azerbaijani"": ""کاباب"", ""ba - Bashkir"": ""Кебаб"", ""be - Belarusian"": ""Кебаб"", ""bew - Betawi"": ""Kebab"", ""bg - Bulgarian"": ""Кебап"", ""bn - Bangla"": ""কাবাব"", ""ca - Catalan"": ""Kebab"", ""ckb - Central Kurdish"": ""کەباب"", ""cs - Czech"": ""Kebab"", ""cy - Welsh"": ""Cebab"", ""da - Danish"": ""Kebab"", ""dv - Divehi"": ""ކަބާބު"", ""el - Greek"": ""Κεμπάπ"", ""en-simple - Simple English"": ""Kebab"", ""eo - Esperanto"": ""Kebabo"", ""es - Spanish"": ""Kebab"", ""et - Estonian"": ""Kebab"", ""eu - Basque"": ""Kebab"", ""fa - Persian"": ""کباب"", ""fi - Finnish"": ""Kebab"", ""fr - French"": ""Kebab"", ""gl - Galician"": ""Kebab"", ""he - Hebrew"": ""קבב"", ""hi - Hindi"": ""कबाब"", ""hr - Croatian"": ""Kebab"", ""hu - Hungarian"": ""Kebab"", ""hy - Armenian"": ""Քաբաբ"", ""id - Indonesian"": ""Kebab"", ""io - Ido"": ""Kebabo"", ""it - Italian"": ""Kebab"", ""ja - Japanese"": ""ケバブ"", ""jv - Javanese"": ""Kebab"", ""ka - Georgian"": ""ქაბაბი"", ""kn - Kannada"": ""ಕಬಾಬ್"", ""ko - Korean"": ""케밥"", ""ks - Kashmiri"": ""کباب"", ""ku - Kurdish"": ""Kebab"", ""kw - Cornish"": ""Kebab"", ""la - Latin"": ""Chebeb"", ""lad - Ladino"": ""Kebab"", ""lmo - Lombard"": ""Kebab"", ""ln - Lingala"": ""Kebab"", ""lt - Lithuanian"": ""Kebabas"", ""lv - Latvian"": ""Kebabs"", ""mk - Macedonian"": ""Ќебап"", ""ml - Malayalam"": ""കബാബ്"", ""mr - Marathi"": ""कबाब"", ""ms - Malay"": ""Kebab"", ""nan - Minnan"": ""Kebab"", ""nb - Norwegian Bokmål"": ""Kebab"", ""nl - Dutch"": ""Kebab"", ""nn - Norwegian Nynorsk"": ""Kebab"", ""oc - Occitan"": ""Quebab"", ""pa - Punjabi"": ""ਕਬਾਬ"", ""pl - Polish"": ""Kebab"", ""pnb - Western Punjabi"": ""کباب"", ""pt - Portuguese"": ""Kebab"", ""ro - Romanian"": ""Kebab"", ""ru - Russian"": ""Кебаб"", ""sh - Serbo-Croatian"": ""Kebab"", ""sk - Slovak"": ""Kebab"", ""skr - Saraiki"": ""کباب"", ""sl - Slovenian"": ""Kebab"", ""sq - Albanian"": ""Kebab"", ""sr - Serbian"": ""Кебаб"", ""su - Sundanese"": ""Kebab"", ""sv - Swedish"": ""Kebab"", ""tg - Tajik"": ""Кабоб"", ""th - Thai"": ""กะบาบ"", ""tl - Tagalog"": ""Kebab"", ""tr - Turkish"": ""Kebap"", ""ug - Uyghur"": ""كاۋاپ"", ""uk - Ukrainian"": ""Кебаб"", ""ur - Urdu"": ""کباب"", ""uz - Uzbek"": ""Kabob"", ""vi - Vietnamese"": ""Kebab"", ""wuu - Wu"": ""烤串"", ""yue - Cantonese"": ""卡巴"", ""zh - Chinese"": ""烤串""}"
500,Seekh kebab,https://en.wikipedia.org/wiki/Seekh_kebab,"{""ar - Arabic"": ""سيخ كباب"", ""bn - Bangla"": ""শিক কাবাব"", ""he - Hebrew"": ""סיח קבב"", ""hi - Hindi"": ""सींक कबाब"", ""jv - Javanese"": ""Seekh kebab"", ""kn - Kannada"": ""ಸೀಖ್ ಕಬಾಬ್"", ""ko - Korean"": ""시크 케밥"", ""ta - Tamil"": ""ஷீக் கபாப்"", ""ur - Urdu"": ""سیخ کباب""}"
501,Souvlaki,https://en.wikipedia.org/wiki/Souvlaki,"{""ar - Arabic"": ""سوفلاكي"", ""arz - Egyptian Arabic"": ""سوفلاكى"", ""ca - Catalan"": ""Suvlaki"", ""cs - Czech"": ""Suvlaki"", ""da - Danish"": ""Souvlaki"", ""de - German"": ""Souvlaki"", ""el - Greek"": ""Σουβλάκι"", ""en-simple - Simple English"": ""Souvlaki"", ""es - Spanish"": ""Souvlaki"", ""fa - Persian"": ""سوولاکی"", ""fi - Finnish"": ""Suvlaki"", ""fr - French"": ""Souvláki"", ""he - Hebrew"": ""סופלקי"", ""hu - Hungarian"": ""Szuvláki"", ""hy - Armenian"": ""Սուվլակի"", ""id - Indonesian"": ""Souvlaki"", ""it - Italian"": ""Souvlaki"", ""ja - Japanese"": ""スブラキ"", ""jv - Javanese"": ""Souvlaki"", ""ka - Georgian"": ""სუვლაკი"", ""kk - Kazakh"": ""Сувлаки"", ""ko - Korean"": ""수블라키"", ""la - Latin"": ""Sublacium"", ""mk - Macedonian"": ""Сувлаки"", ""nl - Dutch"": ""Souvlaki"", ""pa - Punjabi"": ""ਸੂਵਲਾਕੀ"", ""pl - Polish"": ""Suwlaki"", ""pt - Portuguese"": ""Souvlaki"", ""ru - Russian"": ""Сувлаки"", ""sk - Slovak"": ""Suvlaki"", ""sr - Serbian"": ""Сувлаки"", ""sv - Swedish"": ""Souvlaki"", ""tr - Turkish"": ""Suvlaki"", ""uk - Ukrainian"": ""Сувлакі"", ""yue - Cantonese"": ""希臘串燒""}"
502,Gyros,https://en.wikipedia.org/wiki/Gyros,"{""ar - Arabic"": ""جروية"", ""ca - Catalan"": ""Pita giros"", ""cs - Czech"": ""Gyros"", ""da - Danish"": ""Gyros"", ""de - German"": ""Gyros"", ""el - Greek"": ""Γύρος"", ""en-simple - Simple English"": ""Gyros"", ""eo - Esperanto"": ""Giros"", ""es - Spanish"": ""Gyros"", ""fa - Persian"": ""جایرو"", ""fi - Finnish"": ""Gyros"", ""fr - French"": ""Gyros"", ""he - Hebrew"": ""גירוס"", ""hr - Croatian"": ""Gyros"", ""hu - Hungarian"": ""Gírosz"", ""hy - Armenian"": ""Գիրոս"", ""id - Indonesian"": ""Gyro"", ""it - Italian"": ""Gyros"", ""ja - Japanese"": ""ギロピタ"", ""jv - Javanese"": ""Gyro"", ""ka - Georgian"": ""გირო"", ""ko - Korean"": ""기로스"", ""li - Limburgish"": ""Gyros"", ""mk - Macedonian"": ""Гиро"", ""nb - Norwegian Bokmål"": ""Gyros"", ""nl - Dutch"": ""Gyros"", ""pl - Polish"": ""Gyros"", ""pt - Portuguese"": ""Gyros"", ""ru - Russian"": ""Гирос"", ""sk - Slovak"": ""Gyros"", ""sr - Serbian"": ""Гирос"", ""sv - Swedish"": ""Gyros"", ""tr - Turkish"": ""Gyros"", ""ug - Uyghur"": ""گىيروس"", ""uk - Ukrainian"": ""Гірос"", ""vi - Vietnamese"": ""Gyros"", ""zh - Chinese"": ""希腊旋转烤肉""}"
503,Chelow kabab,https://en.wikipedia.org/wiki/Chelow_kabab,"{""ar - Arabic"": ""جلو كباب"", ""az - Azerbaijani"": ""Düyü kababı"", ""bn - Bangla"": ""চিলো কাবাব"", ""de - German"": ""Tschelo Kabāb"", ""es - Spanish"": ""Chelow kabab"", ""eu - Basque"": ""Chelow kabab"", ""fa - Persian"": ""چلوکباب"", ""hy - Armenian"": ""Չելոու քաբաբ"", ""ja - Japanese"": ""チェロウ・キャバーブ"", ""jv - Javanese"": ""Chelow kabab"", ""ko - Korean"": ""첼로 카바브"", ""ku - Kurdish"": ""Çelokebab"", ""ru - Russian"": ""Челоу-кебаб"", ""sv - Swedish"": ""Chelo kabab""}"
504,Kabab koobideh,https://en.wikipedia.org/wiki/Kabab_koobideh,"{""bg - Bulgarian"": ""Кебап Кубиде"", ""es - Spanish"": ""Kebab koobideh"", ""fa - Persian"": ""کباب کوبیده"", ""fr - French"": ""Koubideh"", ""id - Indonesian"": ""Kubideh"", ""jv - Javanese"": ""Kabab koobideh"", ""ko - Korean"": ""쿠비데 케밥"", ""mzn - Mazanderani"": ""کباب کوبیده"", ""pt - Portuguese"": ""Kebab koobideh"", ""uk - Ukrainian"": ""Кубіде"", ""uz - Uzbek"": ""Kubide kabobi"", ""zh - Chinese"": ""伊朗碎肉烤串""}"
505,Kabab barg,https://en.wikipedia.org/wiki/Kabab_barg,"{""el - Greek"": ""Καμπάμπ μπαργκ"", ""es - Spanish"": ""Kabab barg"", ""fa - Persian"": ""کباب برگ"", ""jv - Javanese"": ""Kabab barg"", ""ko - Korean"": ""바르그 케밥"", ""uz - Uzbek"": ""Kabob barg""}"
506,Jujeh kabab,https://en.wikipedia.org/wiki/Jujeh_kabab,"{""ar - Arabic"": ""جوجة كباب"", ""bg - Bulgarian"": ""Джудже кебап"", ""de - German"": ""Dschudsche Kabāb"", ""el - Greek"": ""Τζούτζεχ καμπάμπ"", ""es - Spanish"": ""Jujeh kabab"", ""fa - Persian"": ""جوجه‌کباب"", ""jv - Javanese"": ""Jujèh kabab"", ""ko - Korean"": ""주제 케밥"", ""ku - Kurdish"": ""Cûcikkebab"", ""ru - Russian"": ""Джудже-кебаб"", ""uk - Ukrainian"": ""Джудже-кебаб"", ""uz - Uzbek"": ""Jo'ja kabob""}"
507,Shawarma,https://en.wikipedia.org/wiki/Shawarma,"{""af - Afrikaans"": ""Shawarma"", ""ar - Arabic"": ""شاورما"", ""arz - Egyptian Arabic"": ""شاورما"", ""az - Azerbaijani"": ""Şavarma"", ""bcl - Central Bikol"": ""Shawarma"", ""be - Belarusian"": ""Шаўрма"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Шавэрма"", ""bew - Betawi"": ""Sawarma"", ""bn - Bangla"": ""শর্মা"", ""ca - Catalan"": ""Xauarma"", ""ckb - Central Kurdish"": ""شاورمە"", ""crh - Crimean Tatar"": ""Şavurma"", ""cs - Czech"": ""Šavarma"", ""cv - Chuvash"": ""Çавăрма"", ""cy - Welsh"": ""Siawarma"", ""da - Danish"": ""Shawarma"", ""de - German"": ""Schawarma"", ""el - Greek"": ""Σαουαρμά"", ""en-simple - Simple English"": ""Shawarma"", ""eo - Esperanto"": ""Ŝavarmo"", ""es - Spanish"": ""Shawarma"", ""eu - Basque"": ""Xawarma"", ""fa - Persian"": ""شاورما"", ""fr - French"": ""Chawarma"", ""gl - Galician"": ""Xawarma"", ""ha - Hausa"": ""Shawarma"", ""he - Hebrew"": ""שווארמה"", ""hi - Hindi"": ""शवर्मा"", ""hy - Armenian"": ""Շաուրմա"", ""id - Indonesian"": ""Syawarma"", ""it - Italian"": ""Shawarma"", ""ja - Japanese"": ""シャワルマ"", ""jv - Javanese"": ""Shawarma"", ""ka - Georgian"": ""შაურმა"", ""kk - Kazakh"": ""Шауырма"", ""kn - Kannada"": ""ಶೋರ್ಮಾ"", ""ko - Korean"": ""샤와르마"", ""ln - Lingala"": ""Shawarma"", ""lv - Latvian"": ""Šaverma"", ""mk - Macedonian"": ""Шаварма"", ""ml - Malayalam"": ""ഷവർമ്മ"", ""mr - Marathi"": ""शोरमा"", ""ms - Malay"": ""Shawarma"", ""nb - Norwegian Bokmål"": ""Shawarma"", ""new - Newari"": ""शवरमा"", ""nl - Dutch"": ""Shoarma"", ""or - Odia"": ""ଶୱର୍ମା"", ""pa - Punjabi"": ""ਸ਼ਵਰਮਾ"", ""pl - Polish"": ""Szawarma"", ""pt - Portuguese"": ""Xauarma"", ""ro - Romanian"": ""Șaorma"", ""ru - Russian"": ""Шаурма"", ""rue - Rusyn"": ""Шаурма"", ""sr - Serbian"": ""Шаварма"", ""sv - Swedish"": ""Shawarma"", ""ta - Tamil"": ""சவர்மா"", ""th - Thai"": ""ชาวัรมา"", ""tl - Tagalog"": ""Shawarma"", ""tr - Turkish"": ""Şavurma"", ""ug - Uyghur"": ""شاۋارما"", ""uk - Ukrainian"": ""Шаурма"", ""ur - Urdu"": ""شاورما"", ""uz - Uzbek"": ""Shauarma"", ""vep - Veps"": ""Šaverm"", ""vi - Vietnamese"": ""Shawarma"", ""yi - Yiddish"": ""שווארמא"", ""yue - Cantonese"": ""沙威瑪"", ""zh - Chinese"": ""沙威玛""}"
508,Sate,https://en.wikipedia.org/wiki/Satay,"{""ar - Arabic"": ""ساتاي"", ""az - Azerbaijani"": ""Sate"", ""bcl - Central Bikol"": ""Satay"", ""bjn - Banjar"": ""Sété"", ""ca - Catalan"": ""Satai"", ""cs - Czech"": ""Saté"", ""de - German"": ""Saté"", ""el - Greek"": ""Σατέ"", ""en-simple - Simple English"": ""Satay"", ""eo - Esperanto"": ""Sateo"", ""es - Spanish"": ""Satay"", ""eu - Basque"": ""Satay"", ""fa - Persian"": ""ساتای"", ""fr - French"": ""Sate"", ""id - Indonesian"": ""Sate"", ""it - Italian"": ""Saté"", ""ja - Japanese"": ""サテ"", ""jv - Javanese"": ""Saté"", ""ka - Georgian"": ""სატაი"", ""ko - Korean"": ""사테"", ""mad - Madurese"": ""Sattè"", ""min - Minangkabau"": ""Sate"", ""ms - Malay"": ""Sate"", ""my - Burmese"": ""ဆာတေး"", ""nl - Dutch"": ""Saté"", ""pl - Polish"": ""Satay"", ""pt - Portuguese"": ""Satay"", ""ru - Russian"": ""Сате"", ""su - Sundanese"": ""Saté"", ""sv - Swedish"": ""Satay"", ""ta - Tamil"": ""சாத்தே"", ""th - Thai"": ""สะเต๊ะ"", ""tl - Tagalog"": ""Sate"", ""tr - Turkish"": ""Satay"", ""uk - Ukrainian"": ""Сате"", ""vi - Vietnamese"": ""Thịt nướng xâu"", ""wuu - Wu"": ""沙嗲"", ""yue - Cantonese"": ""沙嗲串"", ""zh - Chinese"": ""沙嗲""}"
509,Yakitori,https://en.wikipedia.org/wiki/Yakitori,"{""af - Afrikaans"": ""Yakitori"", ""ar - Arabic"": ""ياكيتوري"", ""arz - Egyptian Arabic"": ""ياكيتورى"", ""bg - Bulgarian"": ""Якитори"", ""ca - Catalan"": ""Yakitori"", ""da - Danish"": ""Yakitori"", ""de - German"": ""Yakitori"", ""el - Greek"": ""Γιακιτόρι"", ""eo - Esperanto"": ""Jakitorio"", ""es - Spanish"": ""Yakitori"", ""eu - Basque"": ""Yakitori"", ""fa - Persian"": ""یاکی‌توری"", ""fi - Finnish"": ""Yakitori"", ""fr - French"": ""Yakitori"", ""hu - Hungarian"": ""Jakitori"", ""hy - Armenian"": ""Յակիտորի"", ""id - Indonesian"": ""Yakitori"", ""it - Italian"": ""Yakitori"", ""ja - Japanese"": ""焼き鳥"", ""jv - Javanese"": ""Yakitori"", ""ko - Korean"": ""야키토리"", ""ln - Lingala"": ""Yakitori"", ""ms - Malay"": ""Yakitori"", ""nl - Dutch"": ""Yakitori"", ""pl - Polish"": ""Yakitori"", ""pt - Portuguese"": ""Yakitori"", ""ru - Russian"": ""Якитори"", ""sv - Swedish"": ""Yakitori"", ""th - Thai"": ""ยากิโตริ"", ""tr - Turkish"": ""Yakitori"", ""uk - Ukrainian"": ""Якіторі"", ""uz - Uzbek"": ""Yakitori"", ""vi - Vietnamese"": ""Yakitori"", ""yue - Cantonese"": ""日式雞肉串"", ""zh - Chinese"": ""日式烤雞串""}"
510,Pisang Molen,https://en.wikipedia.org/wiki/Banana_fritter,"{""ban - Balinese"": ""Godoh biu"", ""bjn - Banjar"": ""Gaguduh pisang"", ""en-simple - Simple English"": ""Banana fritter"", ""fr - French"": ""Beignet de banane"", ""id - Indonesian"": ""Pisang goreng"", ""ja - Japanese"": ""揚げバナナ"", ""jv - Javanese"": ""Gedhang gorèng"", ""ml - Malayalam"": ""പഴംപൊരി"", ""ms - Malay"": ""Pisang goreng"", ""nl - Dutch"": ""Gebakken banaan"", ""pl - Polish"": ""Pisang goreng"", ""su - Sundanese"": ""Goréng cau"", ""ta - Tamil"": ""பழம்பொரி"", ""th - Thai"": ""กล้วยแขก"", ""tl - Tagalog"": ""Maruya"", ""tr - Turkish"": ""Muz kızartması"", ""vi - Vietnamese"": ""Chuối chiên"", ""yue - Cantonese"": ""炸香蕉"", ""zh - Chinese"": ""炸香蕉""}"
511,Pisang Goreng,https://en.wikipedia.org/wiki/Banana_fritter,"{""ban - Balinese"": ""Godoh biu"", ""bjn - Banjar"": ""Gaguduh pisang"", ""en-simple - Simple English"": ""Banana fritter"", ""fr - French"": ""Beignet de banane"", ""id - Indonesian"": ""Pisang goreng"", ""ja - Japanese"": ""揚げバナナ"", ""jv - Javanese"": ""Gedhang gorèng"", ""ml - Malayalam"": ""പഴംപൊരി"", ""ms - Malay"": ""Pisang goreng"", ""nl - Dutch"": ""Gebakken banaan"", ""pl - Polish"": ""Pisang goreng"", ""su - Sundanese"": ""Goréng cau"", ""ta - Tamil"": ""பழம்பொரி"", ""th - Thai"": ""กล้วยแขก"", ""tl - Tagalog"": ""Maruya"", ""tr - Turkish"": ""Muz kızartması"", ""vi - Vietnamese"": ""Chuối chiên"", ""yue - Cantonese"": ""炸香蕉"", ""zh - Chinese"": ""炸香蕉""}"
512,Maruya,https://en.wikipedia.org/wiki/Banana_fritter,"{""ban - Balinese"": ""Godoh biu"", ""bjn - Banjar"": ""Gaguduh pisang"", ""en-simple - Simple English"": ""Banana fritter"", ""fr - French"": ""Beignet de banane"", ""id - Indonesian"": ""Pisang goreng"", ""ja - Japanese"": ""揚げバナナ"", ""jv - Javanese"": ""Gedhang gorèng"", ""ml - Malayalam"": ""പഴംപൊരി"", ""ms - Malay"": ""Pisang goreng"", ""nl - Dutch"": ""Gebakken banaan"", ""pl - Polish"": ""Pisang goreng"", ""su - Sundanese"": ""Goréng cau"", ""ta - Tamil"": ""பழம்பொரி"", ""th - Thai"": ""กล้วยแขก"", ""tl - Tagalog"": ""Maruya"", ""tr - Turkish"": ""Muz kızartması"", ""vi - Vietnamese"": ""Chuối chiên"", ""yue - Cantonese"": ""炸香蕉"", ""zh - Chinese"": ""炸香蕉""}"
513,Kluai khaek,https://en.wikipedia.org/wiki/Banana_fritter,"{""ban - Balinese"": ""Godoh biu"", ""bjn - Banjar"": ""Gaguduh pisang"", ""en-simple - Simple English"": ""Banana fritter"", ""fr - French"": ""Beignet de banane"", ""id - Indonesian"": ""Pisang goreng"", ""ja - Japanese"": ""揚げバナナ"", ""jv - Javanese"": ""Gedhang gorèng"", ""ml - Malayalam"": ""പഴംപൊരി"", ""ms - Malay"": ""Pisang goreng"", ""nl - Dutch"": ""Gebakken banaan"", ""pl - Polish"": ""Pisang goreng"", ""su - Sundanese"": ""Goréng cau"", ""ta - Tamil"": ""பழம்பொரி"", ""th - Thai"": ""กล้วยแขก"", ""tl - Tagalog"": ""Maruya"", ""tr - Turkish"": ""Muz kızartması"", ""vi - Vietnamese"": ""Chuối chiên"", ""yue - Cantonese"": ""炸香蕉"", ""zh - Chinese"": ""炸香蕉""}"
514,bakabana,https://en.wikipedia.org/wiki/Banana_fritter,"{""ban - Balinese"": ""Godoh biu"", ""bjn - Banjar"": ""Gaguduh pisang"", ""en-simple - Simple English"": ""Banana fritter"", ""fr - French"": ""Beignet de banane"", ""id - Indonesian"": ""Pisang goreng"", ""ja - Japanese"": ""揚げバナナ"", ""jv - Javanese"": ""Gedhang gorèng"", ""ml - Malayalam"": ""പഴംപൊരി"", ""ms - Malay"": ""Pisang goreng"", ""nl - Dutch"": ""Gebakken banaan"", ""pl - Polish"": ""Pisang goreng"", ""su - Sundanese"": ""Goréng cau"", ""ta - Tamil"": ""பழம்பொரி"", ""th - Thai"": ""กล้วยแขก"", ""tl - Tagalog"": ""Maruya"", ""tr - Turkish"": ""Muz kızartması"", ""vi - Vietnamese"": ""Chuối chiên"", ""yue - Cantonese"": ""炸香蕉"", ""zh - Chinese"": ""炸香蕉""}"
515,chuối chiên,https://en.wikipedia.org/wiki/Banana_fritter,"{""ban - Balinese"": ""Godoh biu"", ""bjn - Banjar"": ""Gaguduh pisang"", ""en-simple - Simple English"": ""Banana fritter"", ""fr - French"": ""Beignet de banane"", ""id - Indonesian"": ""Pisang goreng"", ""ja - Japanese"": ""揚げバナナ"", ""jv - Javanese"": ""Gedhang gorèng"", ""ml - Malayalam"": ""പഴംപൊരി"", ""ms - Malay"": ""Pisang goreng"", ""nl - Dutch"": ""Gebakken banaan"", ""pl - Polish"": ""Pisang goreng"", ""su - Sundanese"": ""Goréng cau"", ""ta - Tamil"": ""பழம்பொரி"", ""th - Thai"": ""กล้วยแขก"", ""tl - Tagalog"": ""Maruya"", ""tr - Turkish"": ""Muz kızartması"", ""vi - Vietnamese"": ""Chuối chiên"", ""yue - Cantonese"": ""炸香蕉"", ""zh - Chinese"": ""炸香蕉""}"
516,Agedashi dōfu,https://en.wikipedia.org/wiki/Agedashi_d%C5%8Dfu,"{""ar - Arabic"": ""توفو مقلي"", ""es - Spanish"": ""Agedashi tofu"", ""fr - French"": ""Agedashi dofu"", ""it - Italian"": ""Agedashi tofu"", ""ja - Japanese"": ""揚げ出し豆腐"", ""jv - Javanese"": ""Agedashi dōfu"", ""ko - Korean"": ""아게다시도후"", ""sv - Swedish"": ""Agedashi tofu"", ""th - Thai"": ""อาเงดาชิโดฟุ"", ""uk - Ukrainian"": ""Аґедаші дофу"", ""vi - Vietnamese"": ""Agedashi dōfu"", ""zh - Chinese"": ""炸豆腐""}"
517,Tofu skin,https://en.wikipedia.org/wiki/Tofu_skin,"{""ar - Arabic"": ""جلد التوفو"", ""da - Danish"": ""Yuba"", ""de - German"": ""Yuba"", ""eo - Esperanto"": ""Jubo"", ""es - Spanish"": ""Yuba"", ""fr - French"": ""Peau de tofu"", ""he - Hebrew"": ""יובה"", ""id - Indonesian"": ""Kembang tahu"", ""it - Italian"": ""Yuba"", ""ja - Japanese"": ""ゆば"", ""jv - Javanese"": ""Kembang tahu"", ""ko - Korean"": ""두부껍질"", ""lt - Lithuanian"": ""Juba"", ""pl - Polish"": ""Yuba"", ""pt - Portuguese"": ""Yuba"", ""th - Thai"": ""ฟองเต้าหู้"", ""tr - Turkish"": ""Yuba"", ""vi - Vietnamese"": ""Tàu hủ ky"", ""zh - Chinese"": ""腐皮""}"
518,Chanpurū,https://en.wikipedia.org/wiki/Chanpur%C5%AB,"{""da - Danish"": ""Champuruu"", ""de - German"": ""Champurū"", ""es - Spanish"": ""Chanpurū"", ""fr - French"": ""Chanpurū"", ""id - Indonesian"": ""Chanpurū"", ""ja - Japanese"": ""チャンプルー"", ""jv - Javanese"": ""Chanpurū"", ""ko - Korean"": ""찬푸루"", ""ms - Malay"": ""Chanpurū"", ""pt - Portuguese"": ""Chanpurū"", ""ru - Russian"": ""Тямпуру"", ""th - Thai"": ""จัมปูรู"", ""tr - Turkish"": ""Chanpurū"", ""uk - Ukrainian"": ""Чанпуру"", ""vi - Vietnamese"": ""Chanpurū"", ""zh - Chinese"": ""冲绳杂炒""}"
519,Doenjang jjigae,https://en.wikipedia.org/wiki/Doenjang-jjigae,"{""ar - Arabic"": ""دوينجانغ زيغيه"", ""bn - Bangla"": ""দোয়েনজাং-জজিগে"", ""es - Spanish"": ""Doenjang jjigae"", ""id - Indonesian"": ""Doenjangjjigae"", ""it - Italian"": ""Doenjang-jjigae"", ""ja - Japanese"": ""テンジャンチゲ"", ""jv - Javanese"": ""Doenjangjjigae"", ""ko - Korean"": ""된장찌개"", ""ms - Malay"": ""Doenjang jjigae"", ""pl - Polish"": ""Doenjang jjigae"", ""ru - Russian"": ""Твенджан ччигэ"", ""vi - Vietnamese"": ""Doenjang jjigae"", ""zh - Chinese"": ""大酱汤""}"
