Name,Alias,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Region1,Region2,Region3,Region4,Region5,Text Description,Image1 License,Image1 name / URL,Image2 License,Image2 name / URL,Image3 License,Image3 name / URL,Image4 License,Image4 name / URL,Image5 License,Image5 name / URL,Image6 License,Image6 name / URL,Image7 License,Image7 name / URL,Image8 License,Image8 name / URL
Maultasche,"[{'ˈmaʊ̯lˌtaʃn̩': 'German'}, {'mouth bags': 'English'}]","[""pasta""]","[""stuffed pasta""]","[""German""]","[""German""]","[""Swabia""]","[""Germany""]",Western Europe,,,,,"The dish is a sheets of pasta dough filled with minced meat, smoked meat, spinach, bread crumbs, onions, and flavored with varios herbs and spices.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/3/33/Maultaschensuppe.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Maultaschen_2013_%282%29.JPG/1626px-Maultaschen_2013_%282%29.JPG?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Maultaschen_in_Breisach.JPG/1024px-Maultaschen_in_Breisach.JPG?download,,,,,,,,,,
Manicotti,[{'no_alias': []}],"[""pasta""]","[""tube pasta""]","[""Italian-American""]","[""Italian-American""]","[""Italy"",""United States""]","[""Italy"",""United States""]",Northern America,Southern Europe,,,,"The dish is a large pata tubes, cooked stuffed and baked with cheese mixed with chopped parsley, ground meat such as veal.",CC-BY 2.5,https://upload.wikimedia.org/wikipedia/commons/4/44/EMS-109321-Manicotti-rule..JPG?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Manicotti_%2893442795%29.jpg/1024px-Manicotti_%2893442795%29.jpg?download,,,,,,,,,,,,
Casunziei,"[{'casonciei': 'not_stated'}, {'casanzes': 'not_stated'}, {'csanzöi': 'not_stated'}]","[""pasta""]","[""stuffed pasta""]","[""Italian""]","[""Italian""]","[""Veneto"",""Dolomites""]","[""Italy""]",Southern Europe,,,,,"The dish is a stuffed pasta, consisting of filling sealed between two layers of thin pasta dough, folded in a typical half-moon shape.",CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/4/4d/Casunziei_alle_rape_rosse_al_rifugio_Venezia_cropped.jpg?download,,,,,,,,,,,,,,
Casoncelli,[{'casonsèi': 'Lombard'}],"[""pasta""]","[""stuffed pasta""]","[""Italian""]","[""Italian""]","[""Lombardy""]","[""Italy""]",Southern Europe,,,,,"The dish is a stuffed pasta which edges are pressed. It is combined with a mixture of breadcrumbs, eggs, parmesan cheese, ground beef, salarmi, or sausage.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Casoncelli_in_una_grande_padella.jpg/810px-Casoncelli_in_una_grande_padella.jpg?download,,,,,,,,,,,,,,
Cannelloni,"[{'Cannelloni': 'Italian'}, {'canelons': 'Catalan'}]","[""pasta""]","[""stuffed pasta"",""tube pasta""]","[""Italian""]","[""Italian""]","[""Italy""]","[""Italy""]",Southern Europe,,,,,The dish is a stuffed pasta with tube shape generally served baked with a filling and covered by sauce.,CC0,https://upload.wikimedia.org/wikipedia/commons/6/6e/Cannelloni2.png?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Cannelloni_30_min._till_finished_%28504755359%29.jpg/1288px-Cannelloni_30_min._till_finished_%28504755359%29.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/1/10/Simple_Pasta_%284031352203%29.jpg?download,,,,,,,,,,
Agnolotti,"[{'agnolòt': 'Piedmontese'}, {'agnolotto': 'Italian'}]","[""pasta""]","[""stuffed pasta""]","[""Italian""]","[""Italian""]","[""Piedmont""]","[""Italy""]",Southern Europe,,,,,The dish is a stuffed pasta made with small pieces of flattened dough folded over a filling of roasted meat or Vegetable.,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Agnolotti_pavesi_%283%29.jpg/1024px-Agnolotti_pavesi_%283%29.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Agnolotti_al_plin.JPG/2880px-Agnolotti_al_plin.JPG?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/f/f2/Agnolotti_piemontesi.jpg?download,,,,,,,,,,
Zrazy,"[{'Zrazy': 'Polish'}, {'zrazai': 'Lithuanian'}, {'mušti suktinukai': 'Lithuanian'}]","[""meat""]","[""beef meatball""]","[""Polish"",""Belarusian"",""Lithuanian""]","[""Polish"",""Belarusian"",""Lithuanian""]","[""Poland"",""Belarus"",""Lithuania""]","[""Poland"",""Belarus"",""Lithuania""]",Northern Europe,Eastern Europe,,,,"The dish is a meat roulade with a rolled shape and made from thin slices of beef, flavored with salt and pepper and stuffed with Vegetable, mushrooms, eggs, and potatoes.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/f/f2/Zrazy1.jpg?download,,,,,,,,,,,,,,
Bánh lá,[{'Bánh lá': 'Vietnamese'}],"[""dumpling""]","[""dumpling""]","[""Vietnamese""]","[""Vietnamese""]","[""Vietnam""]","[""Vietnam""]",South Eastern Asia,,,,,"The dish is a leaf cake, consisting of parcel of a variety of rice stuffed with some fillings and wrapped in a leaf or leaves.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/e/e3/Banh_te_My_Duc.png?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/4/4d/Banhit.jpg?download,,,,,,,,,,,,
Bò nướng lá lốt,"[{'thịt bò lá lốt': 'not_stated'}, {'chả lá lốt': 'not_stated'}]","[""meat""]","[""grilled beef""]","[""Vietnamese""]","[""Vietnamese""]","[""Vietnam""]","[""Vietnam""]",South Eastern Asia,,,,,The dish is a grilled beef served on a leaf which has a spicy smell but medicinal taste.. It is commonly served in a barbecue technique.,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/B%C3%B2_n%C6%B0%E1%BB%9Bng_l%C3%A1_l%E1%BB%91t_t%E1%BA%A1i_Manchester.jpg/1157px-B%C3%B2_n%C6%B0%E1%BB%9Bng_l%C3%A1_l%E1%BB%91t_t%E1%BA%A1i_Manchester.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/f/f0/Banh_Hoi_Bo_La_Lot.jpg?download,CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/M%E1%BB%99t_ph%E1%BA%A7n_b%C3%B2_n%C6%B0%E1%BB%9Bng_l%C3%A1_l%E1%BB%91t.jpg/1024px-M%E1%BB%99t_ph%E1%BA%A7n_b%C3%B2_n%C6%B0%E1%BB%9Bng_l%C3%A1_l%E1%BB%91t.jpg?download,,,,,,,,,,
Egg roll,"[{""no_alias"": """"}]","[""side dish"", ""snack""]","[""egg roll""]","[""American""]","[""American""]","[""United States""]","[""United States""]",Northern America,,,,,"The dish is a cylindrical, savory roll with shredded cabbage, chopped meat, or other fillings inside a thick wrapping wheat flour skin, fried in hot oil.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/f/fd/CookbookEggrollTongs.jpg?download,Public Domain,https://upload.wikimedia.org/wikipedia/commons/a/a1/CookbookEggrollOpen.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/1/13/A_typical_egg_roll.png?download,,,,,,,,,,
Barbajuan,"[{'Barbagiuan': 'not_stated'}, {'Barbagiuai': 'not_stated'}, {'not_stated': 'not_stated'}]","[""fritter"", ""snack""]","[""stuffed fritter""]","[""French""]","[""French""]","[""Castellar""]","[""France""]",Western Europe,,,,,"The dish is a fritter stuffed with chard, rice, cheese, and other fillings.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/7/7c/Barbaguiai.jpg?download,,,,,,,,,,,,,,
Pasteles,"[{'pateles': 'Hawaiian'}, {'pastelles': 'English'}]","[""dumpling""]","[""dumpling"", ""pastel""]","[""Puerto Rican""]","[""Puerto Rican"", ""Colombian"", ""Dominican"", ""Hawaiian"", ""Trinidadian and Tobagonian""]","[""Puerto Rico""]","[""Puerto Rico""]",Caribbean,,,,,"The dish is a pastel filled with beans, fruit, chilies, corn, nuts, meat, fish, and wrapped in corn husk.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/1/1c/Pasteles.jpg?download,,,,,,,,,,,,,,
Gordita,[{'no_alias': []}],"[""pastry""]","[""wrap"", ""flatbread""]","[""Mexican""]","[""Mexican""]","[""Mexico""]","[""Mexico""]",Central America,,,,,"The dish is a dough stuffed with cheese, meat, or other fillings. The dough is most commonly made of nixtamalized corn flour, but can also be of wheat flour. In the deep-fried version, it is separated in small portions, then each one is filled with meat, and shaped like an oblong disc. The pastry is immersed in boiling oil until golden and crispy on the outside. After cooking, it is allowed to stand to drain excess oil, then a small slit is cut into one side to allow vapor and excessive heat to release, and lime juice and salsa are poured inside, which gives this pastry its characteristic flavor. The baked version is prepared almost identically to the preparation of a certain flatbread, except it is thicker.",CC-BY-SA 2.5,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/GORDITA.jpg/1024px-GORDITA.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/7/7c/Canatl%C3%A1nDurango002.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/1/10/Canatl%C3%A1nDurango001.jpg?download,CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Crisping_gorditas_-_September_2023_-_Sarah_Stierch_02.jpg/1440px-Crisping_gorditas_-_September_2023_-_Sarah_Stierch_02.jpg?download,,,,,,,,
Gyeran-mari,"[{'계란말이': 'Korean'}, {'dalgyal-mari': 'Korean'}, {'달걀말이': 'Korean'}]","[""egg""]","[""omellete""]","[""South Korean"", ""North Korean""]","[""South Korean"", ""North Korean""]","[""South Korea"", ""North Korea""]","[""South Korea"", ""North Korea""]",Eastern Asia,,,,,"The dish is made with beaten eggs mixed with several finely diced ingredients, fried and rolled.",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Gyeran-mari.jpg/1620px-Gyeran-mari.jpg?download,CC-BY 2.0 kr,https://upload.wikimedia.org/wikipedia/commons/d/dc/Aehobak-gyeran-mari_2.jpg?download,CC-BY 2.0 kr,https://upload.wikimedia.org/wikipedia/commons/f/f4/Aehobak-gyeran-mari.jpg?download,,,,,,,,,,
Llapingacho,[{'name': 'not_stated'}],"[""potato""]","[""mashed potato""]","[""Ecuadorian""]","[""Ecuadorian""]","[""Ecuador""]","[""Ecuador""]",South America,,,,,"The dish is a fried potato pancake served with peanut sauce, they are stuffed with cheese and cooked until crispy brown.",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Llapingachos._%2840491622163%29.jpg/1440px-Llapingachos._%2840491622163%29.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Llapingachos-_gebratene_Kartoffelpuffer.jpg/1440px-Llapingachos-_gebratene_Kartoffelpuffer.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/My_%22Tipico%22_Ecuadorean_Lunch_of_Morcilla%2C_Mote_and_Llapingacho%2A%2C_Roosevelt_Ave.%2C_Queens_NY.jpg/1440px-My_%22Tipico%22_Ecuadorean_Lunch_of_Morcilla%2C_Mote_and_Llapingacho%2A%2C_Roosevelt_Ave.%2C_Queens_NY.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Llapingachos.jpg/1440px-Llapingachos.jpg?download,,,,,,,,
Poornalu,[{'no_alias': 'not_stated'}],"[""dessert"", ""sweets""]","[""sweet dumpling""]","[""Indian""]","[""Indian""]","[""Andhra Pradesh"",""Telangana"",""Karnataka""]","[""India""]",Southern Asia,,,,,The dish is a sweet and dumpling made from rice flour stuffed with jagger paste and dry fruits.,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/3/39/Poornalu.JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Bure_Telugu_festival_sweet.jpg/810px-Bure_Telugu_festival_sweet.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/c/c7/Burelu_Telugu_festival_sweet.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Burelu_Telugu_sweet.jpg/1440px-Burelu_Telugu_sweet.jpg?download,,,,,,,,
Pootharekulu,[{'poothareku': 'Telugu'}],"[""snack""]","[""snack""]","[""Indian""]","[""Indian""]","[""Andra Pradesh"",""East Godavari"",""Atreyapuram""]","[""India""]",Southern Asia,,,,,"The dish is a sweet wrapped in a wafer-thin rice starch layer resembling paper and is stuffed with sugar, dry fruits, and nuts.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/4/40/Pootharekulu_dry_fruits.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Pootharekulu_1.jpg/810px-Pootharekulu_1.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/8/85/Pootharekulu_or_Poothareku_%28singular%29_is_a_popular_sweet_from_Atreyapuram%2C_East_Godavari_District_of_Andhrapradesh.JPG?download,,,,,,,,,,
Bagel dog,[{'no_alias': ''}],"[""sandwich""]","[""hot dog""]","[""American""]","[""American""]","[""New York City"",""Chicago"",""Cincinnati""]","[""United States""]",Northern America,,,,,The dish is a hot dog wrapped in bagel-style breading before or after cooking.,CC-BY 2.5,https://upload.wikimedia.org/wikipedia/commons/4/41/Bageldog.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Noah%27s_Bagel_Dog_%2821246066342%29.jpg/1024px-Noah%27s_Bagel_Dog_%2821246066342%29.jpg?download,,,,,,,,,,,,
Sorullos,[{'tortitas de maíz': 'Spanish'}],"[""fritter""]","[""corn fritter""]","[""Puerto Rican""]","[""Puerto Rican""]","[""Puerto Rico""]","[""Puerto Rico""]",Caribbean,,,,,The dish is a fried cornmeal-based with stuffed cheese.,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/0/0f/Sorullitos_%28hushpuppies%29_from_Ponce%2C_Puerto_Rico_%28IMG_3046%29.jpg?download,,,,,,,,,,,,,,
Taquito,"[{'taquito': 'Spanish'}, {'taco dorado': 'Spanish'}, {'rolled taco': 'English'}, {'flauta': 'not_stated'}, {'ˈflawta': 'Spanish'}]","[""bread""]","[""wrap"", ""flatbread""]","[""Mexican""]","[""Mexican""]","[""Mexico""]","[""Mexico""]",Central America,,,,,"The dish is a small rolled-up flatbread then shallow or deep fried, topped with condiments such as sour cream, avocado-based dipping, and vegetable.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Flautas_guacamole_tortillas.jpg/1024px-Flautas_guacamole_tortillas.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/e/e1/Carnitas_flautas.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Carnitas_flautas.jpg/1024px-Carnitas_flautas.jpg?download,,,,,,,,,,
Coxinha,[{'name': 'no_alias'}],"[""pastry""]","[""fried pastry""]","[""Brazilian""]","[""Brazilian""]","[""São Paulo""]","[""Brazil""]",South America,,,,,The dish is a chopped or shredded chicken meat covered in dough and molded into a shape resembling a teardrop before being battered and fried.,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/%282014-11-22%29_La_Donosti_-_Agudos_-_Coxinha_de_Leitoa_Romerito_Pontes_%2815870107515%29.jpg/1620px-%282014-11-22%29_La_Donosti_-_Agudos_-_Coxinha_de_Leitoa_Romerito_Pontes_%2815870107515%29.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/8/81/%282014-11-22%29_Hamburgueria_1282_-_S%C3%A3o_Carlos_-_Coxinha_especial_Romerito_Pontes_%2815869475032%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/6/66/Coxinha_-_iguaria_brasileira_01.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Coxinha_-_iguaria_brasileira_04.jpg/1024px-Coxinha_-_iguaria_brasileira_04.jpg?download,,,,,,,,
Chile relleno,"[{'name': 'John Doe', 'age': 'not_stated'}, {'name': 'Jane Smith', 'age': 'not_stated'}, {'name': 'Emily Jones', 'age': 'not_stated'}]","[""vegetable""]","[""stuffed vegetable""]","[""Mexican""]","[""Mexican""]","[""Puebla""]","[""Mexico""]",Central America,,,,,The dish is a green chile pepper stuffed with minced meat and coated with eggs.,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/5/53/Chile_Rellenos.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/9/9b/01_Chili_Rellenos.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Grilled_chile_relleno_1.jpg/1024px-Grilled_chile_relleno_1.jpg?download,,,,,,,,,,
Chebureki,[{'name': 'not_stated'}],"[""pastry""]","[""turnover"", ""fried pastry""]","[""Crimean Tatar""]","[""Crimean Tatar""]","[""Ukraine"",""Russia"",""Turkey"",""Greece"",""Romania"", ""Uzbekiztan"", ""Bulgaria"", ""Kazakhstan""]","[""Ukraine"",""Russia"",""Turkey"",""Greece"",""Romania"", ""Uzbekistan"", ""Bulgaria"", ""Kazakhstan""]",Western Asia,Southern Europe,Central Asia,Eastern Europe,,The dish is a fried turnovers with a filling of ground or minced meat and onions.,CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Ayran%2B%C3%87ib%C3%B6rek.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Cebureki.JPG/1024px-Cebureki.JPG?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/2013._%D0%A4%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D1%8C_%D1%81%D0%BB%D0%B0%D0%B2%D1%8F%D0%BD%D1%81%D0%BA%D0%BE%D0%B9_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D1%8B_%D0%B2_%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA%D0%B5_269.jpg/1631px-2013._%D0%A4%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D1%8C_%D1%81%D0%BB%D0%B0%D0%B2%D1%8F%D0%BD%D1%81%D0%BA%D0%BE%D0%B9_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D1%8B_%D0%B2_%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA%D0%B5_269.jpg?download,,,,,,,,,,
Carimañola,"{'name': 'John Doe', 'age': 'not_stated'}, {'name': 'Jane Smith', 'age': 'not_stated'}, {'name': 'Emily Johnson', 'age': 'not_stated'}","[""fritter""]","[""meat fritter"",""cheese fritter""]","[""South American""]","[""Colombian"",""Panamanian""]","[""Colombia"",""Panama""]","[""Colombia"",""Panama""]",Central America,South America,,,,"The dish is a torpedo-shaped fritter stuffed with cheese, seasoned ground meat or shredded chicken and fried.",CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Barranquilla_-_Carima%C3%B1olas.jpg/1440px-Barranquilla_-_Carima%C3%B1olas.jpg?download,CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Carima%C3%B1olas_por_dentro.jpg/1440px-Carima%C3%B1olas_por_dentro.jpg?download,,,,,,,,,,,,
Aloo paratha,"[{'आलू पराठा': 'Hindi'}, {'আলুর পরোটা': 'Bengali'}, {'आलु परौठा': 'Nepali'}, {'બટાકા ના પરોઠા': 'Gujarati'}, {'ଆଳୁ ପରଟା': 'Odia'}, {'ਆਲੂਆਂ ਦਾ ਪਰੌਠਾ': 'Punjabi'}, {'ಆಲೂಗಡ್ಡೆಯ ಖಾರ ಒಬ್ಬಟ್ಟು': 'Telugu'}, {'آلو پراٹھا': 'Urdu'}]","[""bread""]","[""flatbread""]","[""Indian Subcontinent""]","[""Indian"",""Pakistani"",""Bangladeshi""]","[""India"",""Pakistan"",""Bangladesh""]","[""India"",""Pakistan"",""Bangladesh""]",Southern Asia,,,,,The dish is a flatbread stuffed with potato filling.,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Aloo_Paratha_also_known_as_Batatay_Jo_Phulko.jpg/1507px-Aloo_Paratha_also_known_as_Batatay_Jo_Phulko.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/f/fc/Aloo_Paratha_North_Indian.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/8/8a/Aaloo_Prantha_%28flatbread_stuffed_with_potatoes%29.JPG?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Aloo_gobi_paratha_-_Massachusetts.jpg/1080px-Aloo_gobi_paratha_-_Massachusetts.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Aloo_Parantha_with_White_Butter.JPG/1080px-Aloo_Parantha_with_White_Butter.JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/e/e9/Aloo_Paratha_2.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/7/7c/Aloo_parata_with_curd.jpg?download,,
Gobi paratha,[{'गोभी पराठा': 'Hindi'}],"[""bread""]","[""flatbread""]","[""Indian Subcontinent""]","[""Indian Subcontinent""]","[""India"",""Bangladesh"",""Bhutan"",""Maldives"",""Nepal"",""Pakistan"",""Sri Lanka""]","[""India"",""Bangladesh"",""Bhutan"",""Maldives"",""Nepal"",""Pakistan"",""Sri Lanka""]",Southern Asia,,,,,The dish is a flatbread stuffed with flavoured cauliflower and other vegetable.,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Picture_of_tasty_Gobi_paratha.JPG/720px-Picture_of_tasty_Gobi_paratha.JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Gobhi_Parantha.JPG/1024px-Gobhi_Parantha.JPG?download,,,,,,,,,,,,
Stuffed clam,[{'Stuffies': 'English'}],"[""seafood"", ""stuffed food""]","[""seafood"", ""stuffed food""]","[""American""]","[""American""]","[""New England""]","[""United States""]",Northern America,,,,,The dish is a bread crumb and minced clam mixture that is baked on the half shelf of a clam.,Public Domain,https://upload.wikimedia.org/wikipedia/commons/5/53/Stuffed_clams_food_dinner_cooking.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/JE_Great_Awakening_Dinner.jpg/1024px-JE_Great_Awakening_Dinner.jpg?download,,,,,,,,,,,,
Levengi,"[{'ləvəngi': 'Azerbaijani'}, {'ləvəngin': 'Talysh'}]","[""fish"", ""chicken""]","[""baked fish"", ""baked chicken""]","[""Azerbaijani"",""Iranian""]","[""Azerbaijani"",""Iranian""]","[""Absheron"",""Gilan"",""Lankaran""]","[""Azerbaijan"",""Iran""]",Western Asia,Southern Asia,,,,"The dish is a fish or chicken stuffed with walnuts, onions, and various condiments, and baked in the oven.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Bal%C4%B1q_l%C9%99v%C9%99ngisi.jpg/1440px-Bal%C4%B1q_l%C9%99v%C9%99ngisi.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/L%C9%99v%C9%99ngi.JPG/1280px-L%C9%99v%C9%99ngi.JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Cuce-levengisi.jpg/1800px-Cuce-levengisi.jpg?download,,,,,,,,,,
Hallaca,"[{'aˈʎaka': 'not_stated'}, {'aˈʝaka': 'not_stated'}, {'pastelle': 'not_stated'}]","[""dumpling""]","[""dumpling""]","[""Venezuelan""]","[""Venezuelan""]","[""Latin America""]","[""Venezuela""]",South America,,,,,"The dish is a corn dough stuffed with a stew of beef, pork, or chicken and other ingredients such as raisins, capers, olives, onions, and bell peppers.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Hallacas_con_pan_de_jamon%2C_plato_Venezuelano.jpg/1548px-Hallacas_con_pan_de_jamon%2C_plato_Venezuelano.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Hallaca%2C_Venezuelan_Christmas_food.jpg/1024px-Hallaca%2C_Venezuelan_Christmas_food.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Hallacas_cocidas.jpg/1024px-Hallacas_cocidas.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/T%C3%ADpica_Hallaca.jpg/1024px-T%C3%ADpica_Hallaca.jpg?download,,,,,,,,
Helzel,"[{'העלזעל': 'Yiddish'}, {'false kishke': 'not_stated'}]","[""chicken""]","[""chicken sausage""]","[""Ashkenazi Jewish""]","[""Ashkenazi Jewish""]","[""Austria"", ""Czech Republic"", ""Germany"", ""Hungary"", ""Liechtenstein"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Belarus"", ""Estonia"", ""Latvia"", ""Lithuania"", ""Moldova"", ""Russia"", ""Ukraine"", ""Israel""]","[""Austria"", ""Czech Republic"", ""Germany"", ""Hungary"", ""Liechtenstein"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Belarus"", ""Estonia"", ""Latvia"", ""Lithuania"", ""Moldova"", ""Russia"", ""Ukraine"", ""Israel""]",Eastern Europe,Western Europe,Western Asia,Northern Europe,Southern Europe,"The dish is a sausage made from poultry neck skin stuffed with flour, bread crumbs, and fried onions, sewn up with a thread.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/0/0e/Helzel2.jpg?download,,,,,,,,,,,,,,
