Relation	TweetId	Text	English
2	1696138230729482350	Līgatnes Dabas takās sestdien, 2. septembrī Sēņu diena. Pasākumā papildus pastaigai cauri dabas takām būs iespēja apskatīt cepurīšu sēņu izstādi, kas veidota no apkārtnes mežos atrastajām sēnēm. https://t.co/8oXPUSkOFY #sēnes #DabasIzglītība #LīgatnesDabasTakas https://t.co/jgKgkl2bP8	Līgatne Nature Trails on Saturday, September 2 there is Mushroom Day. In addition to a walk through the nature trails, the event will feature an exhibition of cap mushrooms consisting of mushrooms found in the surrounding forests. https://t.co/8oXPUSkOFY #sēnes #DabasIzglītība #LīgatnesDabasTakas https://t.co/jgKgkl2bP8
1	1696147438690566437	@klavsves Varbūt vari man izskaidrot to ko es nesaprotu? LV ir 3 milj ha ar mežu. Uz 1 ha var stādīt vismaz 1000 kokus. 1 koks apēd 21 kg CO2 gadā. Sanāk, ka uz LV mežiem mēs varam absorbēt 63 milj. tonnu CO2 gadā, pret tikai 8 milj. tonnu Latvija saražo. Kur ir mana kļūda? https://t.co/jNtYqfZUot	@klavsves Maybe you can explain to me what I don't understand? LV has 3 million hectares of forests. At least 1000 trees can be planted per 1 ha. 1 tree eats 21 kg of CO2 per year. It comes down to LV forests being capable to absorb 63 million tons of CO2 per year, against only 8 million tons Latvia produces. Where is my mistake? https://t.co/jNtYqfZUot
1	1696148912426357126	🙈 No acīm prom - no sirds laukā? Neredzu - nedomāju.  Ja dzīvnieku nogaļināšana notiktu atklāti un visiem redzami blakus vietām, kur tirgo gaļu, vai mēs to turpinātu pirkt tik milzīgos daudzumos kā līdz šim?   Zīmēja: Vegan Sidekick https://t.co/DzWoRRulBc	🙈 Out of sight, out of heart? I can't see it - I don't think about it. If the animals were killed openly and visible to everyone next to where the meat is sold, would we continue to buy it in such huge quantities as before? Drawing by: Vegan Sidekick https://t.co/DzWoRRulBc
2	1696158320636137671	Viens no bērnības mīļākajiem ēdieniem. Cepti sīpoli ar kūpinātu gaļu un saldo krējumu. Gadus 15 nebiju ēdis.🤤 https://t.co/wCUIcoO50T	One of my childhood's favorite dishes. Fried onions with smoked meat and sweet cream. I hadn't eaten in 15 years.🤤 https://t.co/wCUIcoO50T
0	1696194165434961921	Šodien pieticīgi un vienkāršas vakariņas. Nē,siļķe nebūs 😀 https://t.co/M84dXfUYU4	A modest and simple dinner today. No, there will be no herring 😀 https://t.co/M84dXfUYU4
0	1696197580676382895	@TomassFinks Iepakojiet Vācijas Bundesvēra vai NATO dienas devas. Šķīstošā tēja bija lieliska un rīsu pudiņš ar riekstiem. Cepumi ir tik cieti, ka vajadzības gadījumā ar tiem var uzcelt sienas🤣🤣🤣 https://t.co/gj0hRrmfOu	@ThomasFinks Pack the daily doses of German Bundeswehr or NATO. The instant tea was great and rice pudding with nuts. The cookies are so hard they can be used to build walls if needed🤣🤣🤣 https://t.co/gj0hRrmfOu
1	1696206517412770065	Man jau patīk šīs gudrības, bet... Kurš ēst taisīs? Kurš traukus mazgās? Kurš dzīvokli remontēs?😳  IEMĀCIES PATEIKT \"NĒ\"! ĻAUJ DZĪVEI NOTIKT BEZ TEVIS. ATPŪTIES!💪😎 https://t.co/v40V2Ajy7k	I like this wisdom, but... Who's going to cook? Who will wash the dishes? Who will renovate the apartment?😳  LEARN TO SAY "NO"! LET LIFE HAPPEN WITHOUT YOU. RELAX!💪😎 https://t.co/v40V2Ajy7k
2	1696209140312342933	Sunītis gāja, gāja, līdz aizveda Saimnieci mežā.  Sunītim nav iebildumu, ja kā blakusprodukts nozīmīgam  meža pārgājienam rodas sēnes. Lai gan ēst tās, protams, nevar. https://t.co/QIf7BQpL4t	The doggie walked, walked, until it took the owner into a forest. The doggie does not mind if mushrooms appear as a by-product of a significant forest hike. Although you can't eat them, of course. https://t.co/QIf7BQpL4t
3	1696214358714470599	AkTcija #brīvdienplāns  8.09. vakarā iebraukšana, 10.09. pusdienlaikā izbraukšana. Pilnībā aprīkoti 1istabu un 2istabu apartamenti, pirts, baļļa, jūra, sēnes un atpūtprieks.  Ir atlaJdes! Par cenu klauvē dm vai dzindzini https://t.co/MWm6wLMGFk https://t.co/A9nKaGA5NI	Promotion #brīvdienplāns 8.09 arrival in the evening, 10.09 departure at noon. Fully equipped 1-room and 2-room apartments, sauna, tub, sea, mushrooms and joy of relaxation. There are discounts! For the price knock on dm or ring up https://t.co/MWm6wLMGFk https://t.co/A9nKaGA5NI
0	1696228668723360031	Nu nav jau vienmēr jāpieslānās tā, ka nevar pakustēt.🤤 Vieglas vakariņas un pa midziņām.☝️ https://t.co/RqEK3vUCqs	Now you don't always have to overeat so that you can't move.🤤 Light dinners and going to sleep.☝️ https://t.co/RqEK3vUCqs
0	1696237801308615101	Lai arī šādā veidā griķus, rīsus vai cita veida produktus novārīt ir vieglāk, esmu pamanījusi, ka uz iepakojuma nenorāda kāds ir plastmasas nr. Un karsējot pie lielas temperatūras tā sāk izdalīt kaitīgas vielas. Labāk vārīt bez iepakojuma.   #palsticfree #day59 https://t.co/4UPhukeORB	Although it is easier to boil buckwheat, rice or other products in this way, I have noticed that there is no plastic number specified on the packaging. And when heated at high temperatures, it begins to release harmful substances. Better to cook without packaging. #palsticfree #day59 https://t.co/4UPhukeORB
2	1696239285387591746	Kad ģimenē kādam garšo saldais krējums, kādam nē, top divu veidu sviesta pupiņas. Abas ceptas sviestā, bet vienām klāt tomāti, ķiploki un saldais krējums. P.S. Meita šodien saklausījās, ka laktoze nav laba cilvēka organismam. Hesus… https://t.co/RFwaS7Aa5x	When someone in the family likes sweet cream, someone does not, two types of butter beans are made. Both baked in butter, but one with tomatoes, garlic and sweet cream. P.S. My daughter heard today that lactose is not good for the human body. Hesus… https://t.co/RFwaS7Aa5x
1	1696248740946833749	Pirmkārt - ejiet jūs galīgi. Otrkārt - šie paši zinātnieki ir \" atkoduši \", ka kafija labāk garšo, ja kafijas biezumus izmet nevis izdzer. :D https://t.co/I9MJMtHdM1	First of all - you can go to hell. Secondly - these same scientists have " discovered " that coffee tastes better when grounds are discarded instead of drinking them. :D https://t.co/I9MJMtHdM1
0	1696529616088015298	Nākamais kokčiks - plombīra saldējums, mellenes un piparmētras no dārza. Garnēts ar smalcinātiem Oreo. 🤤🤤🤤 Vakariņas paēstas. https://t.co/VDum49ytrV	The next cocktail - vanilla ice cream, blueberries and mint from the garden. Garnished with crushed Oreos. 🤤🤤🤤 Dinner eaten. https://t.co/VDum49ytrV
0	1696555854806618521	Man ir Dumidora zizlis un es tiešām neesmu droša vai spēšu tādu dārgumu apēst. 🥰 https://t.co/1hjnJQW4Ot	I have a Dumbledore's wand and I'm really not sure if I'll be able to eat that kind of treasure. 🥰 https://t.co/1hjnJQW4Ot
2	1696587417732444618	Aptieka ciet jo dienas vidū pārāk karsti, tāpēc no 13.00 līdz 17.00 pusdienas pārtraukums. Pročidas sala Neapoles līcī. https://t.co/KIpjX9Jevi	The pharmacy is closed because it is too hot in the middle of the day, so from 13.00 to 17.00 there's a lunch break. Procida Island in the Gulf of Naples. https://t.co/KIpjX9Jevi
2	1696593636513767855	Kad mājās nekā nav, ņemam miltus, cukuru, olas, soda, krējumu un cepam medus kūku 🤓. https://t.co/e2M6EjurdN	When there is nothing at home, we take flour, sugar, eggs, soda, cream and bake a honey cake🤓. https://t.co/e2M6EjurdN
0	1696599187683479976	Pēdējās vakariņas Bukarestē pa šiko. https://t.co/Ox7pbZzYCd	Last dinner in Bucharest is fancy. https://t.co/Ox7pbZzYCd
0	1696600635292926086	Franču kafijas prese. Videi draudzīgās veids kā taisīt kafiju, nekā izmantojot vienreiz lietojamās kapsulas kafijas automātos. Es šo izmantoju, lai taisītu tēju lielākos daudzumos.   #plasticfree #day60 #frenchcoffeepress https://t.co/5zdNvbseAY	French coffee press. A more eco-friendly way to make coffee than using disposable capsules in coffee machines. I use this to make tea in larger amounts. #plasticfree #day60 #frenchcoffeepress https://t.co/5zdNvbseAY
0	1696616316122083366	@EdijsKlaisis Ļoti, ļoti maziņa vēl. Vai pati ēd jau normāli? Būtu labi nokonsultēties pie vetārsta par barošanu, ko nav pietiekami dabūjusi mammas pienu. Varbūt pat padot kādu brīdi to kaķenes piena aizvietotāju. https://t.co/ythiT4E47t	@EdijsKlaisis Still very, very small. Is she eating normally yet? It would be a good idea to consult a vet about feeding that she has not received enough breast milk from her mother. Maybe I should even feed that cat's milk substitute for a while. https://t.co/ythiT4E47t
0	1696743546760618325	Trešdienas pusdienas jau top. Miesnieku iela 10 #labuapetīti #lieliksutrešdienu #pusdienasVecrīgā https://t.co/XGaKmx3TQh	Wednesday lunch is already underway. Miesnieku Street 10 #labuapetīti #lieliksutrešdienu #pusdienasVecrīgā https://t.co/XGaKmx3TQh
0	1696752221843488963	Ļoti ceru, ka 2h līdz gulētiešanai vairumam vēl paiet. Bija man reiz arī problēmas ar kuņģi. Kopš vēlākais 2h pirms gulētiešanas ēdu, viss norimis. https://t.co/WpRWJJOa82	I very much hope that it will be 2 hours before bedtime for most of us. I also had stomach problems once. Ever since I ate no later than 2 hours before bedtime, everything has calmed down. https://t.co/WpRWJJOa82
2	1696768563678216345	Ar muguras spurām jūtu,ka šī būs pēdējā rīta kafijas dzeršana ārā. Paliks auksts, lietains un nemīlīgs. Man tas rīta rituāliņš tik ļoti pietrūks,jo rīta kafija ārā ir ideāli piemērota manam lēnam mošanās stilam-apdomāt dienā sagaidāmo,pavērot un pabarot vārnas, klausīties balodī. https://t.co/yFM8okyQSB	With my dorsal fins I feel like this will be the last morning coffee outside. It will get cold, rainy and not nice. I will miss that morning ritual so much because the morning coffee outside is perfect for my slow waking up style - think about what to expect during the day, watch and feed the crows, listen to the dove. https://t.co/yFM8okyQSB
2	1696795247278178468	update apakšējam ierakstam-  @coffee_address bija ļoti atsaucīgi, un es uzzināju, ka mušu problēma tika atrisināta stundas laikā pēc mana tweeta. man atsūtija kafijas kapsulu aparātu un SIMTS kapsulas par brīvu. kafija ir ļoti garšīga👍🏼 šajā mušu nav https://t.co/jEd0At0a21 https://t.co/Eoa8Evz65g	update to the bottom post- @coffee_address were very responsive and I found out that the fly problem was solved within an hour of my tweet. I was sent a coffee capsule machine and A HUNDRED capsules for free. The coffee is very tasty👍🏼 There are no flies in this one https://t.co/jEd0At0a21 https://t.co/Eoa8Evz65g
1	1696822668270395897	Mums ir progress!!! Leo šonakt līda gultā stampāt savu īpašnieku un ap 5:00 sāka tādu tigidiku, kāds mūsmājās nav bijis. Protams, ļoti gribēja ēst - tas tajos 5:00. Šobrīd ļauj bērniem sevi mīļot un turēt klēpī.🥰 https://t.co/0CAylvqF9y	We have progress!!! Leo crawled in bed tonight to stomp on his owner and around 5:00 began a tigidik that we have never had before. Of course, he really wanted to eat - that was at 5:00. At the moment, allow children to cuddle yourself and keep you on their lap.🥰 https://t.co/0CAylvqF9y
0	1696826935853093116	O, nē! Šis nav gaļas veikals. Šī ir mūsu butaforu darbnīca.  Uz turieni un visiem citiem teātra slēptajiem nostūriem Tevi septembrī ekskursijā vedīs Ivars Kļavinskis. Gaidām jau 4. septembrī! Pēc tam - 18. un 25. septembrī.  Biļetes: https://t.co/unKJPxZFJ9 https://t.co/J5L4oPWKh8	Oh, no! This is not a butcher's shop. This is our prop workshop. Ivars Kļavinskis will take you there and to all other hidden corners of the theater in September for a tour. We look forward to seeing you on September 4th! Then - on September 18th and 25th. Tickets: https://t.co/unKJPxZFJ9 https://t.co/J5L4oPWKh8
0	1696827816711426225	Bezdarbnieks, kurš komplektē PC, ēd poļu versiju par japāņu virtuvi https://t.co/WGItJKXIed	An unemployed person who is assembling a PC eats the Polish version of Japanese cuisine https://t.co/WGItJKXIed
2	1696844891060416753	Pusdienas darbā 1.58 eur - mājas tomāts, mozarella, graudu kruasāns. Sāls, pipari, mērcīte uzsauc uzņēmums 😋 #gardigan https://t.co/PdCPvLnK7a	Lunch at work 1.58 eur - home tomato, mozzarella, grain croissant. Salt, pepper, sauce treated by the business 😋 #gardigan https://t.co/PdCPvLnK7a
0	1696877667897778680	Piemērs par šo pašu pretrunu no ASV: kāpēc salāti maksā dārgāk par burgeri? Jo gaļas ražošana saņem daudz lielāku atbalstu, lai gan uztura speciālistu ieteikumos gaļai ir daudz mazāka loma.  Arī LV ik gadu no budžeta lopkopība saņem daudzkārt lielāku atbalstu nekā augkopība. https://t.co/kyC1WAkFsw	An example of this same contradiction from the US: Why does a salad cost more than a burger? Because meat production receives much more support, although meat plays a much smaller role in nutritionist recommendations. In LV as well livestock production receives many times more support from the budget each year than crop production. https://t.co/kyC1WAkFsw
0	1696890606788792371	Tc Tālava A. Saharova21, ir atvērusies konditoreja Alma, svaigas smalkmaizītes un kūciņas visi laipni gaidīti!  P.-S. 8:00-19:00 Sv.9:00-18:00!! #Rīga #konditoreja #plavnieki #kūciņas #smalkmaizītes #ēdiens #food #cakes #pastries #alma #konditorejaAlma https://t.co/mSKsSO445z	In Tc Tālava A. Sakharova21, patisserie Alma has been opened, fresh pastries and cakes are all welcome! Mon-Sat 8:00-19:00 Sun 9:00 -18:00!! #Rīga #konditoreja #plavnieki #kūciņas #smalkmaizītes #ēdiens #food #cakes #pastries #alma #konditorejaAlma https://t.co/mSKsSO445z
0	1696922130447843464	@LLobotomija Pa vienkāršo : cūkgaļas šašliks  cucliks 😀 Reiņa trasē Siguldā https://t.co/5DUUPI5BlL	@LLobotomija Simple : pork shashlik cuclik 😀 at Reinis track in Sigulda https://t.co/5DUUPI5BlL
0	1696924731868430663	Tik labi tikko paēdu, paldies cilvēkiem, kas ar pirkstu iebaksta, kur aug gailenes, tomēr pesto visu aizveda uz jaunu līmeni 🌞🤤 https://t.co/IMN8L5y5gL	I just ate so well, thank you to the people who point their finger in the direction where the chanterelles are growing, however, pesto took everything to a new level 🌞🤤 https://t.co/IMN8L5y5gL
1	1696941110084374721	Mellais pleķis izgāja nomedīt vakariņas. https://t.co/ue8VqAWPCy	The black patch went out to hunt for dinner. https://t.co/ue8VqAWPCy
0	1696945357320561144	Atsvaidzinošās citronu tartes! If Life gives you lemons, make lemon tarts!🍋🍰  #Rīga #konditoreja #plavnieki #kūciņas #smalkmaizītes #ēdiens #food #cakes #pastries #alma #konditorejaAlma #citroni #tarte https://t.co/4TsNaN0oiR	Refreshing lemon tarts! If Life gives you lemons, make lemon tarts!🍋🍰 #Rīga #konditoreja #plavnieki #kūciņas #smalkmaizītes #ēdiens #food #cakes #pastries #alma #konditorejaAlma #citroni #tarte https://t.co/4TsNaN0oiR
0	1696945852747489444	Konditorejā Alma, maizītes tiek gatavotas uz vietas no dabīgām izejvielām, vienmēr svaigas! #Rīga #konditoreja #plavnieki #kūciņas #smalkmaizītes #ēdiens #food #cakes #pastries #alma #konditorejaAlma https://t.co/YMCQvPm916	In the patisserie Alma, pastries are made locally from natural raw materials, always fresh! #Rīga #konditoreja #plavnieki #kūciņas #smalkmaizītes #ēdiens #food #cakes #pastries #alma #konditorejaAlma https://t.co/YMCQvPm916
0	1696971593614791051	@Zigamte1 Vislabākais kaķītis-kompanjons. Mūžīgais pusaudzis mājās - bišķi pavazājas pa āru, dūšīgi ēd un kopumā mīlīgs. Meitas taisīts foto. https://t.co/tgJNL2U54b	@Zigamte1 The best kitten-companion. The eternal teenager at home - hangs around outside for a bit, eats hefty and is affectionate in general. Photo taken by the daughter. https://t.co/tgJNL2U54b
0	1696972226409447866	@LLobotomija Atklāju metodi, kā vakarā negribās ēst, un nav vakariņas jātaisa. Tas sanāk tad, kad pēcpusdienā pilnīgi negaidīti uznāk iedvesma un uzcepās biezpienmaizīte. Gandrīz pusi izdevās nolocīt. https://t.co/Mc0ll7X7de	@LLobotomy I discovered a method of not wanting to eat in the evening, and there is no need to make dinner. It happens when inspiration comes unexpectedly in the afternoon and a cottage cheese pastry gets baked. Almost succeeded in folding down half of it. https://t.co/Mc0ll7X7de
0	1697013144726438061	@nekas2020 @Imsoinyou Vakar bija apēsti visi kruasāni ar lasi, sākal haltūrēt 🤪 normāli cilvēki pusdieno ap 13:45 😅 https://t.co/w4A1tsz2dx	@nekas2020 @Imsoinyou Yesterday all the croissants with salmon were eaten, started partly working 🤪 normal people have lunch around 13:45 😅 https://t.co/w4A1tsz2dx
3	1697116818349928757	Piektā prakses nedēļa. Šobrīd jau mazliet labāk. Palīdz šokolāde (protams!), grāmatas, mūzika, vienkārši darbi un vienkārši prieki. Sarežģītas lietas un lieli nākotnes plāni nelīdz. https://t.co/Vzw4tktIq3	Fifth week of internship. It's a little better right now. Chocolate helps (of course!), books, music, simple tasks and simple pleasures also help. Complex things and big plans for the future don't help. https://t.co/Vzw4tktIq3
0	1697121523125899345	Jā, zivs filēšana nav mana stiprā puse 😆, bet būs gaļīga zupiņa. Labrīt lietainajā rītā 🌧☂️ P.S. lašu zupā taču var likt rīsus (baigi maz kartupeļu) vai ne? 🤔 https://t.co/XfCTAP3MKC	Yes, fish filleting is not my strong point 😆, but it will be a meaty soup. Good morning on a rainy morning in 🌧☂️ P.S. it is alright to put rice (don't have many potatoes) in salmon soup, right? 🤔 https://t.co/XfCTAP3MKC
0	1697121537479119301	Brūkleņu eksobazīdija (Exobasidium vaccinii) ir uz brūkleņu mētrām parazitējoša sēne. Sēnes ietekmē lapas iekrāsojas balti sārtas.  Foto: Astra Kalve https://t.co/j4wYz2zWjw	Lingonberry exobazidium (Exobasidium vaccinii) is a fungus parasitizing on lingonberry mint. The leaves turn white-pink under the influence of the fungus. Photo: Astra Kalve https://t.co/j4wYz2zWjw
0	1697142677157061036	Nav laika doties uz tirgu pēc  svaigiem dārzeņiem, augļiem un ogām? Tas nekas! Jums jebkurā laikā vienmēr ir iespēja doties uz NUKO lielveikala Latvijas zemnieku tirgu! 🫑  👉 https://t.co/95nskdryQX  #Nuko #Rīga #Latvija https://t.co/xcVOlfwou5	No time to go to the market for fresh vegetables, fruits and berries? That’s ok! You always have the opportunity to go to the NUKO supermarket Latvian farmers market at any time!  
0	1697166410189828212	@Sky_lark4ev @GugusPankuuka Redz kā tas darās?🤔 Man gan ar maizi ir īpaši neordināras attiecības.🙈 Negaršo mīksta un svaiga maize. Tāpēc lieku apkaltēties, lai kraukšķīga un sausa, nevis kā ēst plastilīnu. Un bieži pērku nocenotu, jo kāda starpība, tāpat kaltēšu.🤷‍♀️ Tā tas izskatās.🤭 https://t.co/hN7hlkdebx	@Sky_lark4ev @GugusPankuuka See how it works?🤔 I however have a very unusual relationship with bread. 🙈 I don't like the taste of soft and fresh bread. So I make it wither to become crunchy and dry, not like eating plasticine. And I often buy a discounted one, because what does it matter, I will dry it anyway.🤷‍♀️ That's what it looks like.🤭 https://t.co/hN7hlkdebx
0	1697174145476280700	@LLobotomija @GugusPankuuka Ar sēkliņām vislabākā, bet ir  Floras kliju maize, kuru parasti pērku, nav gan kantaina, bet  garšīga un veselīga. https://t.co/m8S7G5HIRx	@LLobotomija @GugusPankuuka With seeds is the best, but there is a Flora bran bread, which I usually buy, not quite angular, but tasty and healthy. https://t.co/m8S7G5HIRx
0	1697174264082780294	Labu apetīti ! Brokastis 👌 https://t.co/9K7pI4gQ4K	Bon appetite ! Breakfast 👌 https://t.co/9K7pI4gQ4K
0	1697175270875132197	@improvizators Uzprasījies. Es arī tieši šobrīd ēdu savas brokastis. https://t.co/yWKqxenRw9	@improvizators You asked for it. I'm also eating my breakfast right now. https://t.co/yWKqxenRw9
1	1697183235967479974	@sievietelaukos Pilnīgi nopietni. Manas bebes pirmais ēdiens bija sulīga gaļas steika strēmele. Uzreiz devu avokado gabaliņus, olas dažādos veidos, biezpienu, utt. Biezeņi bērna attīstību tikai kavē (pie nosacījuma, ka bērns pats sēž). https://t.co/faprG64P4u	@sievietelaukos Absolutely seriously. My bebe's first meal was a juicy meat steak strip. I immediately gave avocado pieces, eggs in different ways, cottage cheese, etc. Puree only hinders the development of the child (provided that the child is sitting on its own). https://t.co/faprG64P4u
0	1697193929039376851	Pēc divu gadu nemitīgā kāpuma, uzņēmumu bruto ienesa (uz katru reālā IKP vienību) tiecas lejupvērstā virzienā. Peļņu apēd darbinieku prasības pēc lielākām algām... https://t.co/UTpVKiBva3	After two years of steady growth, the company's gross margin (per unit of real GDP) is heading downward. Profits are eaten up by employee demands for higher wages... https://t.co/UTpVKiBva3
0	1697203910706954709	Man, protams, viss pielec lēnāk, tāpēc pirmoreiz paņēmu nogaršot Avenei saldējumu. Akkungs, cik šis ir labs!🤤🤤🤤 Garšo pēc jaunas atkarības.🙈 https://t.co/VXPMiL9RbL	I, of course, realise things slower, so I took Avenei ice cream to try for the first time. Oh, my God, this is so good!🤤🤤🤤 Tastes like a new addiction.🙈 https://t.co/VXPMiL9RbL
1	1697205634226106448	@LLobotomija Nu nez , šo nevar neviens pārspēt ! Šito var ēst kamēr pakaļa aizlīp!🫵💪🤭 https://t.co/x1sdJAd4SX	@LLobotomija Well I don't know , no one can beat this! You can eat this while your ass sticks shut! 
2	1697213685314310627	Kamēr trusītis Mochi izbauda svaigā siena priekus: ēd, vārtās, izkārto pa savam... 🐰 Kaķenīte Dora nevar to brīnumu līdz galam izprast 😆 Vispār dažas no mantām pat izskatās tīri tā kā viņai pa gaumei 👀🐱 https://t.co/5JThlseTNL	While Mochi the rabbit enjoys the joys of the fresh hay: eats, rolls around, lays it out in its own way... 🐰 Dora the Cat can't fully understand that miracle 😆 Actually, some of the items even look just as she would like 👀🐱 https://t.co/5JThlseTNL
1	1697224734457413904	Šovakar labi ēdīšu https://t.co/oYFRehQ0sv	I'll eat well tonight https://t.co/oYFRehQ0sv
0	1697224767537889286	Svinam Zinību dienu kopā! Nāciet nogaršot gardās kūciņas un smalkmaizītes.Konditorejā Alma viss tiek gatavots uz vietas no dabīgām izejvielām! TC Tālava AndrejaSaharova21 #Rīga #plavnieki #kūciņas #konditorejaAlma #zinībudiena #1septembris https://t.co/LvPUgRJjHU	Let's celebrate Knowledge Day together! Come taste the delicious cakes and pastries.In Alma patisserie, everything is made locally from natural raw materials! TC Tālava AndrejaSaharova21 #Rīga #plavnieki #kūciņas #konditorejaAlma #zinībudiena #1septembris https://t.co/LvPUgRJjHU
2	1697235606508650917	pudelē koliņa garšo labāk, ne? https://t.co/jGR63TlR7I	coke tastes better in a bottle, doesn't it? https://t.co/jGR63TlR7I
2	1697242606806188258	@S_v_e_t_i_k81 Apcepti sīpoli, burkāni, paprika un mājas makaroni🤗 kā variants. https://t.co/0CSkB7ul86	@S_v_e_t_i_k81 Fried onions, carrots, bell peppers and homemade pasta🤗 as an option. https://t.co/0CSkB7ul86
0	1697263678373220607	Siekalnieks cep piparkūkas https://t.co/fFZFkWA6sX	Siekalnieks is baking gingerbread https://t.co/fFZFkWA6sX
2	1697287802793119930	Divi no šiem aliem dosies iepriecināt  liellopu gaļu, to 3h sautējot sīpolos un šampinjonus, bet trešais iepriecinās mani. Tā top flāmu karbonāde. https://t.co/VujaFgragl	Two of these beers will go to delight the beef by stewing it in onions and champignons for 3h, while the third will delight me. That's how a Flemish chop is made. https://t.co/VujaFgragl
2	1697293590475452549	Mana sēņu dzīvesziņa: garšas ziņā pirmajā vietā man ir 20 minūtes vārīti bērzlapju podiņi, ko ēd karstus ar šķipsniņu rupjās sāls - īsta delikatese. Sēņu mērcēm un marinēšanai - baravikas, apšu bekas, bērzu bekas. Sālīšanai - rudmieses, vilnīši, cūcenes. https://t.co/OQpikZ4N3P	My mushroom life note: in terms of taste, I have russulas cooked for 20 minutes at the top spot, which are eaten hot with a pinch of coarse salt - a real delicacy. For mushroom sauces and marinating - boletus, aspen mushrooms, birch boletes. For salting - kanlica mushrooms, woolly milk-caps, ugly milk-caps. https://t.co/OQpikZ4N3P
1	1697300882600161671	Kā čigāns teica: ja būtu eļļa, varētu cept pankūkas.  Bet nav jau miltu...   Šitā meklēties pēc brīnumprinčiem var 18pacmitgadīgs lauku skuķis, bet ja pusmūža tantuks startē par premjeri, ļēļojot, ka tagad viss ir precinieku rokās.... nu tas nav nopietni! https://t.co/fLhN4h2vud	As a gypsy once said, if there was oil, you could make pancakes. But there's no flour... An 18-year-old country chick can look for miracle princes this way, but if a middle-aged auntie starts as a prime minister, preaching that everything is now in the hands of the spouses.... well, that's not serious! https://t.co/fLhN4h2vud
0	1697308533555875847	Izcila pircēja pieredze. Viens no Latvijas internetveikalu paraugiem - unikāls un skaists dizains, ērtums, digitālā komunikācija un preču kvalitāte. Tiešām nav žēl pasūtījuma beigās apstiprināt tējas naudiņu #esmīlukafiju @esmilukafiju_lv https://t.co/Qq1SF7cOmY	Exceptional buyer experience. One of the examples of Latvian online stores - a unique and beautiful design, convenience, digital communication and quality of goods. It really isn't a problem to confirm some tea money at the end of the order #esmīlukafiju @esmilukafiju_lv https://t.co/Qq1SF7cOmY
1	1697308602547970544	Nēeeeee, man ēdiens atnāks auksts! 🥲 https://t.co/bCcK3w6f5e	Noooooo, my food will come cold!  
2	1697316932284748047	Dzeramā soda. Universāls pielietojums. Var izmantot ne tikai cepot kūkas, bet arī labi der mājās uzkopšanā. Uzsūc nelabvēlīgas smakas, var notīrīt taukainus traipus virtuvē, piemīt balinošas īpašības utt. Neizmantot uz metāla virsmām.   #plasticfree #day62 https://t.co/vcF32fs7vx	Baking soda. Universal use. Can be used not only for baking cakes, but also well suited for home cleaning. Absorbs unwanted odors, can remove greasy stains in the kitchen, has whitening properties, etc. Do not use on metal surfaces.   #plasticfree #day62 https://t.co/vcF32fs7vx
0	1697323410659979688	nacionālais ēdiens – kebabs ar atlaidi https://t.co/E2NmbwdPjr	national dish – a kebab with a discount https://t.co/E2NmbwdPjr
1	1697331360136851687	@LLobotomija @SKruzkops O, tad iesaku nogaršo šo👌 https://t.co/vOMIkrkDg5	@LLobotomija @SKruzkops Oh, then I recommend tasting this👌 https://t.co/vOMIkrkDg5
0	1697360844537929848	#day19 - bijām ciemos pie draugiem, Kellijai garšo rati, lēnām tiek kārtots koferis un mēs ar vīru baudam vīnu 🙈 Rīt jau startējām, būs jautri - patāls ceļojums kopā ar zīdaini 🫣 Tieši šodien sapratu, ka būs pakaļā, gulēt aizgaja ar lielu kašķi un apmēram pēc stundas 🙈 https://t.co/4b4HWcXepB	#day19 - we were visiting friends, Kellija likes to taste the stroller, the suitcase is slowly being sorted and my husband and I are enjoying wine 🙈 Tomorrow we will start, it will be fun - a relatively far trip with an infant 
3	1697363658148311310	@instant_mk @agrisvolkovs Drīz sēnes ēdīs mūs 🤪 https://t.co/Wf2K0kTs0x	@instant_mk @ agrisvolkovs Soon the mushrooms will be eating us 🤪 https://t.co/Wf2K0kTs0x
0	1697373937636704311	Uz manējo šis nedarbojas - tāpat pārmetīs :D Ja vīrs iedod konservu, bet Čaps domā, ka es nezinu un paspēj izēst, tad jau pēc pusstundas man, ieejot virtuvē, sēž pie tukšas bļodas un skatās ar pārmetuma pilnām acīm. Citreiz apsēžas uz dupša un saliek ķepiņas kā Šreka kaķis :D https://t.co/mZoV9Jhpjg	This one does not work on mine - will complain anyway :D If my husband gives canned food, but Čaps thinks that I do not know and is able to finish eating, then in half an hour when I enter the kitchen, sits at an empty bowl and looks at it with eyes full of complaints. Other times he sits on the butt and puts his paws together like Shrek's cat :D https://t.co/mZoV9Jhpjg
0	1697463792605553023	Zinību dienas pusdienas Miesnieku ielā 10 https://t.co/7GoKSjS81j	Knowledge Day lunch at Miesnieku Street 10 https://t.co/7GoKSjS81j
